sat,rank,satobs,mlhs,mcol,flhs,fcol,black,hisp,asian,female,rdsc,vocab,pict,lgsc,matsc,mosaic,nsib
0,30,0,0,0,1,0,0,0,0,1,51,43,50,45,60,49,1
940,21,1,1,0,0,1,0,0,0,0,54,66,49,51,50,48,3
870,75,1,0,1,0,1,0,0,0,0,56,69,42,51,60,44,1
1100,99,1,1,0,0,0,0,0,0,1,59,69,65,63,60,63,4
1110,76,1,0,1,0,0,0,0,0,1,68,69,60,60,67,57,5
0,97,0,1,0,1,0,0,0,0,1,59,69,49,61,64,75,1
0,96,0,0,0,1,0,0,0,0,1,59,45,66,63,56,58,4
0,52,0,0,0,1,0,1,0,0,1,44,33,45,41,40,45,8
0,64,0,0,0,0,0,0,0,0,1,39,48,50,45,33,55,3
1100,97,1,0,0,1,0,0,0,1,1,51,59,36,54,60,55,2
0,28,0,1,0,1,0,0,0,0,1,42,42,55,55,51,58,1
0,62,0,0,0,0,1,0,0,0,0,66,49,61,58,67,62,4
0,66,0,0,1,0,1,0,0,0,1,64,69,55,59,59,54,5
990,97,1,0,0,0,0,0,0,1,1,59,63,50,52,64,58,1
580,11,1,1,0,1,0,0,0,0,1,46,40,36,22,46,41,2
1010,47,1,0,1,0,1,0,0,0,0,49,54,64,62,62,62,5
710,54,1,0,1,0,1,0,0,0,1,49,48,42,59,55,51,1
0,77,0,0,1,0,0,0,0,0,0,46,27,56,59,49,62,2
0,72,0,0,0,1,0,1,0,0,1,51,42,37,36,47,40,6
0,49,0,0,0,1,0,0,0,0,1,44,45,36,45,51,47,1
920,82,1,0,1,0,1,0,0,0,1,61,61,55,55,60,80,1
0,47,0,0,1,1,0,0,0,0,1,52,49,43,61,55,49,3
1130,91,1,0,0,0,0,0,0,0,0,64,54,62,63,67,70,4
730,46,1,0,1,0,1,0,0,0,0,61,48,49,46,55,57,6
0,32,0,0,0,1,0,0,0,0,1,54,49,45,56,52,46,2
920,87,1,0,1,0,1,0,0,0,1,59,63,47,60,51,47,1
0,51,0,1,0,1,0,0,1,0,1,38,43,59,53,40,47,5
1170,94,1,0,1,0,1,0,0,0,1,64,69,64,62,65,61,2
0,49,0,0,0,0,0,0,0,0,1,58,49,53,52,44,56,0
880,65,1,0,0,0,0,0,0,0,0,59,60,45,59,44,50,3
0,69,0,1,0,0,1,0,0,0,1,59,63,65,58,64,55,3
0,60,0,0,0,1,0,0,0,0,1,51,66,50,53,44,59,5
0,92,0,0,1,0,0,0,0,0,1,64,52,64,64,67,53,2
0,79,0,0,0,0,0,0,0,0,1,51,42,59,60,47,46,2
0,28,0,0,0,0,0,0,0,0,0,56,42,51,54,35,41,5
0,29,0,1,0,0,0,0,0,0,0,39,52,32,42,40,59,3
0,54,0,0,0,1,0,0,0,0,1,49,51,50,53,42,51,3
0,58,0,0,1,0,1,0,0,0,1,48,41,60,58,60,57,4
940,49,1,0,1,0,0,0,0,0,0,61,42,34,61,67,93,5
1040,73,1,0,1,0,1,0,0,0,0,59,63,66,53,65,51,0
870,81,1,0,1,0,1,0,0,0,1,50,40,66,60,58,50,3
0,18,0,1,0,1,0,0,1,0,1,49,54,40,63,33,59,2
0,80,0,1,0,0,1,0,0,0,1,49,51,46,57,51,56,0
1300,68,1,0,1,0,1,0,0,0,0,61,66,54,63,62,71,2
0,85,0,0,0,0,0,0,0,0,0,59,51,65,54,47,63,2
0,65,0,0,1,1,0,1,0,0,0,49,63,52,48,56,37,1
680,94,1,1,0,0,0,0,0,0,1,56,46,50,47,51,25,6
0,69,0,0,0,0,0,0,0,0,1,42,45,56,49,44,50,3
0,73,0,1,0,0,0,0,0,0,1,44,39,54,42,46,55,3
1070,96,1,0,0,0,1,0,0,0,1,64,69,65,62,62,55,1
0,66,0,1,0,0,1,0,0,0,1,54,58,55,55,57,47,4
0,15,0,0,0,1,0,0,0,0,0,54,63,51,42,51,61,1
980,28,1,0,1,0,1,0,0,0,1,59,52,66,60,59,59,5
960,36,1,0,0,0,0,0,0,0,0,61,54,66,63,60,45,6
0,49,0,0,0,1,0,0,0,0,0,56,46,37,54,52,44,3
710,71,1,0,1,0,1,0,0,0,1,49,57,46,57,56,57,1
0,17,0,0,0,1,0,1,0,0,1,49,54,40,55,56,56,0
0,35,0,0,0,0,0,0,0,0,1,44,49,65,58,44,63,1
0,71,0,1,0,1,0,0,0,0,0,37,33,49,42,33,59,9
0,18,0,1,0,1,0,1,0,0,0,40,37,46,53,38,41,5
0,36,0,1,0,1,0,1,0,0,1,37,45,38,57,42,44,9
0,8,0,0,0,0,0,0,0,0,0,44,40,42,51,34,48,3
1070,97,1,0,0,0,0,0,0,0,1,68,69,60,42,53,49,3
0,18,0,0,0,1,0,0,0,0,1,51,58,41,57,47,51,12
0,93,0,0,0,1,0,0,0,0,1,46,57,65,59,65,62,8
1170,99,1,0,1,0,1,0,0,0,0,57,66,51,54,67,53,3
0,4,0,1,0,1,0,0,0,0,1,50,60,60,62,50,60,1
0,55,0,1,0,1,0,0,0,0,0,47,45,61,47,44,50,1
0,31,0,0,0,0,0,0,1,0,1,38,36,35,36,29,41,4
0,59,0,0,1,0,0,1,0,0,1,37,36,48,49,35,47,2
0,26,0,1,0,1,0,0,0,0,1,40,36,50,53,40,48,8
0,13,0,0,1,0,0,0,0,0,1,33,39,39,38,31,43,2
0,51,0,0,1,0,0,0,0,0,1,51,51,54,63,51,52,4
0,88,0,1,0,1,0,0,0,0,0,54,51,54,42,60,43,5
0,90,0,0,1,0,0,0,0,0,1,54,53,48,56,57,44,2
1000,80,1,0,1,0,0,0,0,0,0,54,51,64,54,58,60,2
0,86,0,0,0,0,0,0,0,0,1,59,51,49,61,64,58,3
0,76,0,0,0,0,1,0,0,0,1,34,42,31,45,40,51,1
0,32,0,0,0,0,0,0,0,0,0,44,36,46,55,49,61,2
0,67,0,0,0,1,0,0,0,0,0,51,66,56,62,64,52,1
0,26,0,0,0,0,0,0,0,0,1,47,52,48,47,50,56,0
1050,93,1,0,1,0,1,0,0,0,0,61,63,44,64,67,58,2
0,31,0,0,0,0,1,0,0,0,1,64,60,65,61,55,60,3
0,48,0,0,0,1,0,1,0,0,1,39,33,66,28,35,69,3
0,64,0,0,0,0,1,0,0,0,0,64,60,47,63,65,62,2
0,70,0,0,0,1,0,0,0,0,1,49,46,49,56,55,55,2
900,42,1,0,1,0,1,0,0,0,0,59,52,47,49,52,45,0
0,9,0,0,1,0,1,0,0,0,0,35,40,31,47,38,46,2
1140,86,1,0,0,0,0,0,0,0,1,66,57,66,58,62,48,4
0,30,0,0,0,0,1,0,0,0,1,55,60,60,55,60,52,2
0,89,0,0,0,0,1,0,0,0,1,49,57,59,61,58,54,2
1300,99,1,0,1,0,1,0,0,0,1,66,66,64,59,65,62,5
0,97,0,0,1,1,0,0,0,0,0,59,60,56,57,64,62,1
0,26,0,1,0,1,0,1,0,0,1,29,39,34,34,37,54,9
820,81,1,0,1,0,1,0,0,0,1,54,55,61,60,60,52,4
840,86,1,0,1,0,1,0,0,0,1,50,53,50,59,58,60,3
870,80,1,0,1,0,0,0,0,0,1,59,40,61,62,53,46,3
0,11,0,1,0,1,0,0,0,0,0,49,47,54,41,47,40,3
760,63,1,0,0,0,0,0,0,0,0,44,51,55,59,53,62,4
850,76,1,0,0,0,1,0,0,0,1,61,55,58,64,57,57,5
610,11,1,0,0,0,0,0,0,0,0,46,39,45,49,49,52,1
1300,98,1,0,0,0,0,0,0,0,0,66,63,35,55,67,57,2
0,71,0,0,0,0,0,0,0,0,1,49,54,58,59,55,49,2
0,47,0,1,0,1,0,0,0,0,1,51,48,50,39,51,45,3
0,77,0,0,0,0,1,0,0,0,1,39,42,64,47,41,61,7
960,85,1,0,1,0,1,0,0,0,0,62,48,63,62,67,68,4
0,54,0,0,1,0,1,0,0,0,1,59,47,61,45,44,42,1
1030,97,1,0,1,0,0,0,0,0,0,52,45,58,65,65,64,1
1320,99,1,0,1,0,1,0,0,0,0,61,60,55,65,65,64,0
800,81,1,1,0,0,1,0,0,1,1,52,54,64,58,59,54,0
0,13,0,1,0,1,0,1,0,0,1,35,37,48,32,37,24,7
0,30,0,0,0,1,0,0,0,0,1,42,51,43,38,36,46,2
1280,92,1,0,1,0,1,0,0,0,0,61,69,54,65,67,55,1
1090,86,1,0,1,0,1,0,0,0,1,49,66,39,53,58,54,2
0,66,0,0,0,0,0,0,0,0,1,61,51,50,49,46,55,3
0,67,0,0,0,0,1,0,0,0,0,48,47,43,54,57,35,5
0,66,0,0,0,0,0,0,0,0,0,47,41,58,52,58,60,3
0,6,0,1,0,1,0,0,0,0,1,37,49,46,50,44,49,2
1240,92,1,0,0,0,1,0,0,0,1,68,69,62,59,56,61,2
0,85,0,1,0,1,0,0,1,0,0,54,45,46,59,55,52,3
760,71,1,0,1,0,0,0,0,0,0,42,39,38,51,53,57,2
750,59,1,0,1,1,0,0,0,0,1,52,43,60,52,44,50,2
0,34,0,0,0,1,0,0,0,0,1,36,45,33,41,49,58,3
0,58,0,0,1,0,1,0,0,0,1,42,51,61,56,51,47,2
0,21,0,1,0,1,0,0,1,0,1,39,45,47,26,47,49,8
1240,59,1,0,0,0,0,0,0,0,1,66,69,62,57,62,72,4
0,90,0,1,0,0,1,0,0,0,1,59,66,55,63,60,65,2
690,28,1,0,0,1,0,0,0,0,0,55,45,66,52,43,48,2
0,15,0,0,0,0,1,0,0,0,0,47,57,45,48,56,44,2
0,20,0,1,0,0,0,0,0,0,1,40,40,39,37,38,60,0
0,40,0,0,0,1,0,0,0,0,1,46,56,53,37,40,49,3
780,45,1,0,1,0,0,0,0,0,0,51,55,50,58,58,50,1
810,60,1,0,1,1,0,0,0,0,0,39,45,65,60,58,40,2
0,74,0,0,1,0,1,0,0,0,0,57,60,45,52,56,55,1
0,74,0,0,1,0,1,0,0,0,1,61,52,66,54,56,54,2
0,55,0,0,0,0,0,0,0,0,0,56,72,38,57,58,39,5
0,13,0,1,0,1,0,0,0,0,0,59,36,57,51,46,55,2
0,23,0,0,1,0,1,0,0,0,1,51,57,61,51,46,52,0
0,69,0,0,0,1,0,0,0,0,0,34,33,53,51,62,53,3
0,88,0,1,0,0,1,0,0,0,0,66,64,58,62,65,55,2
0,69,0,0,0,1,0,1,0,0,1,46,41,64,37,33,43,4
1040,77,1,0,0,0,0,0,0,0,1,64,66,55,63,58,61,1
0,81,0,0,1,0,1,0,0,0,1,56,52,53,60,55,53,3
1240,92,1,1,0,1,0,0,0,0,1,59,63,51,60,58,52,2
0,77,0,0,0,1,0,0,0,0,0,56,60,53,49,53,38,5
1510,82,1,0,1,0,1,0,0,0,0,68,72,57,60,67,50,1
680,42,1,0,1,0,0,0,0,0,1,46,42,65,53,49,85,1
1190,87,1,1,0,0,0,0,0,0,0,59,69,47,58,67,55,1
0,45,0,0,0,1,0,0,0,0,1,37,36,58,51,42,57,2
0,2,0,1,0,0,0,0,0,0,1,50,47,43,47,35,37,6
0,79,0,1,0,1,0,0,0,1,0,51,46,42,53,48,39,2
1120,87,1,0,1,0,1,0,0,0,1,61,63,64,53,58,66,4
0,88,0,1,0,0,1,0,0,0,1,54,48,64,62,43,51,3
0,22,0,0,0,0,1,0,0,0,1,46,51,64,42,58,47,3
0,84,0,1,0,1,0,1,0,0,1,50,51,52,50,38,50,9
0,45,0,0,1,0,1,0,1,0,1,42,45,46,55,42,51,5
850,6,1,0,1,0,1,0,0,0,0,51,44,40,49,58,61,5
980,61,1,1,0,0,1,0,0,0,1,54,55,61,64,65,59,2
840,62,1,0,1,1,0,0,0,1,0,47,49,41,46,64,48,3
0,60,0,0,1,0,1,0,0,0,1,56,69,43,54,53,59,3
0,80,0,1,0,1,0,0,0,0,1,49,51,46,51,49,58,2
0,57,0,0,0,0,1,0,0,0,0,49,57,61,58,60,56,8
610,56,1,0,0,0,1,0,0,1,0,52,39,60,43,42,47,1
0,53,0,0,0,0,0,0,0,0,0,56,61,41,55,65,54,13
0,41,0,0,1,0,1,0,0,0,0,42,51,50,63,65,45,3
0,85,0,0,0,0,0,0,0,0,1,61,55,60,60,60,55,3
0,66,0,0,0,0,0,0,0,0,1,34,48,56,55,57,49,1
0,78,0,0,1,1,0,0,0,0,1,49,48,56,53,51,45,3
1370,94,1,0,0,0,1,0,0,0,1,68,72,66,61,67,57,3
580,70,1,0,0,0,1,0,0,0,1,37,51,55,52,47,40,1
810,49,1,0,1,0,1,0,0,0,0,54,54,46,63,62,57,5
0,25,0,1,0,1,0,1,0,0,1,32,42,50,40,37,28,4
0,61,0,0,1,0,0,0,0,0,0,54,51,35,51,58,53,3
1190,85,1,0,1,0,1,0,0,0,0,68,72,43,61,65,50,3
930,83,1,0,0,0,1,0,0,0,0,61,49,51,55,62,51,0
0,41,0,1,0,0,1,0,0,0,0,42,40,42,46,37,42,3
0,37,0,0,0,1,0,0,0,0,1,51,39,44,50,43,49,4
1070,51,1,0,1,0,1,0,0,0,1,64,66,58,57,64,60,1
0,56,0,0,1,0,1,0,0,0,1,57,58,55,62,60,55,3
0,58,0,1,0,1,0,0,0,0,0,61,69,66,63,60,57,4
0,78,0,0,0,1,0,0,0,0,1,54,41,47,63,55,54,4
0,50,0,1,0,0,0,0,0,0,1,56,57,43,44,48,47,1
0,12,0,1,0,1,0,1,0,0,1,35,39,37,30,37,41,2
0,79,0,0,0,1,0,0,0,0,1,54,51,48,51,61,53,0
0,72,0,0,1,0,1,0,0,0,1,56,66,38,57,53,50,6
0,88,0,0,1,0,1,0,0,0,1,66,66,52,58,56,65,2
0,19,0,0,0,0,0,0,0,0,1,34,36,39,32,33,26,6
0,89,0,0,1,0,1,0,0,0,0,66,56,58,64,67,55,2
0,64,0,0,1,0,1,0,0,1,0,55,43,37,44,51,46,1
0,18,0,1,0,1,0,0,1,0,1,39,30,54,45,47,56,6
0,25,0,1,0,1,0,0,0,0,1,46,69,44,55,46,48,2
0,83,0,0,1,0,1,0,0,0,1,64,66,50,53,58,43,1
0,50,0,1,0,1,0,0,0,0,0,54,42,41,51,46,55,3
0,82,0,1,0,1,0,1,0,0,1,29,39,51,40,42,37,8
0,23,0,1,0,0,0,1,0,0,0,42,39,30,20,35,37,7
1070,99,1,0,1,0,0,0,0,0,1,59,66,55,59,65,62,4
0,71,0,0,0,0,0,0,0,0,0,64,61,55,65,60,60,1
0,84,0,1,0,1,0,0,0,0,0,49,42,66,64,64,60,5
1250,95,1,0,1,0,1,0,0,0,1,68,69,65,60,65,59,1
0,5,0,0,0,0,1,0,0,0,1,40,39,31,22,33,23,1
1010,90,1,1,0,0,1,0,0,0,1,54,54,41,59,56,52,2
1020,89,1,0,0,1,0,0,0,0,0,56,58,56,54,67,60,1
0,91,0,0,0,1,0,1,0,0,1,55,50,39,53,47,47,1
0,53,0,1,0,1,0,0,0,0,1,39,54,49,51,55,49,0
0,85,0,0,0,1,0,0,0,0,0,54,64,47,57,51,54,5
0,0,0,1,0,1,0,0,0,0,0,34,45,39,38,42,48,3
1010,99,1,1,0,0,1,0,0,0,1,59,57,65,54,58,57,9
1160,55,1,0,0,0,0,0,0,0,0,64,66,44,53,53,56,1
0,47,0,1,0,1,0,0,0,0,1,46,36,49,44,49,52,3
1100,82,1,0,1,1,0,0,0,0,1,64,60,61,48,59,45,1
0,86,0,1,0,0,0,0,0,0,0,64,48,64,58,67,69,1
790,56,1,1,0,1,0,0,0,0,1,51,48,65,54,55,46,6
1140,91,1,0,1,0,1,0,0,0,1,66,72,52,65,62,55,2
840,3,1,0,1,0,0,1,0,0,1,61,46,47,52,46,50,4
870,99,1,0,0,1,0,1,0,0,0,57,46,65,52,65,58,3
0,37,0,0,1,0,0,0,0,0,0,49,57,47,54,58,53,2
1030,93,1,0,1,0,0,0,0,0,1,61,46,41,59,64,53,1
0,28,0,0,0,0,0,0,0,0,1,42,48,45,47,51,49,3
0,55,0,1,0,1,0,0,0,0,1,46,42,43,30,35,38,3
1250,99,1,1,0,1,0,0,0,0,0,61,63,66,63,64,60,3
0,92,0,1,0,1,0,0,0,0,1,56,57,45,57,51,47,1
0,1,0,1,0,0,1,0,0,0,0,34,35,40,35,32,40,3
800,62,1,0,1,0,1,0,0,0,0,49,57,64,55,60,49,1
980,90,1,0,0,0,1,0,0,0,0,66,55,49,57,62,42,2
633,63,1,0,0,0,0,0,0,0,1,54,51,37,50,38,45,3
0,16,0,0,1,0,1,0,0,0,0,54,66,64,61,51,54,7
0,52,0,0,1,0,1,0,0,0,1,66,67,63,57,59,51,3
1260,98,1,0,1,0,1,0,0,0,0,61,69,60,63,67,60,2
0,82,0,1,0,1,0,0,0,0,1,49,50,61,57,64,57,5
1040,80,1,0,0,0,1,0,0,0,0,49,52,48,54,67,62,3
0,87,0,1,0,0,0,0,0,0,1,64,66,60,57,56,60,3
680,69,1,0,1,0,0,0,0,0,1,46,42,60,58,46,38,4
0,78,0,0,0,1,0,0,0,0,1,59,55,65,57,56,55,1
0,3,0,0,0,0,0,0,0,0,0,39,51,33,39,31,42,0
0,81,0,0,1,0,1,0,0,0,1,56,57,34,48,47,43,3
0,57,0,1,0,1,0,0,0,0,1,37,39,61,59,44,54,2
1210,94,1,0,1,0,1,0,0,0,0,68,66,64,63,64,53,4
750,41,1,1,0,0,1,0,0,0,1,59,63,49,50,51,59,2
0,50,0,1,0,0,0,0,0,0,1,39,46,52,57,44,54,5
0,66,0,0,1,1,0,0,0,0,1,64,55,49,42,53,51,2
1000,20,1,0,1,0,0,0,0,0,0,56,58,53,55,53,50,3
0,47,0,0,1,0,0,0,1,0,0,63,60,55,59,50,45,3
500,89,1,1,0,1,0,0,1,0,0,35,37,38,35,36,42,3
620,7,1,1,0,1,0,1,0,0,1,44,42,58,55,46,66,3
0,82,0,1,0,0,0,0,0,0,1,51,51,55,50,44,55,3
0,74,0,0,1,0,1,0,1,0,1,37,42,65,39,40,51,4
720,62,1,0,1,0,0,0,0,0,1,39,63,55,62,47,71,6
0,46,0,0,0,0,0,0,0,0,1,40,45,42,55,35,48,2
0,62,0,0,0,0,1,0,0,0,1,59,48,56,55,62,52,2
1220,99,1,0,1,0,1,0,0,0,1,64,69,66,62,67,50,3
0,19,0,1,0,0,0,0,0,0,1,47,48,64,55,47,50,1
1000,85,1,0,0,0,0,0,0,0,0,54,63,65,63,62,63,2
0,21,0,1,0,0,1,0,0,1,1,44,48,56,53,40,57,7
1140,96,1,0,1,1,0,0,0,0,1,66,66,54,61,63,53,1
0,27,0,0,0,1,0,0,0,0,0,42,48,55,40,38,48,6
0,60,0,0,1,0,0,0,0,0,0,54,49,50,52,64,41,4
0,64,0,1,0,1,0,0,0,0,1,52,42,39,50,44,47,2
0,16,0,1,0,1,0,0,0,0,1,57,45,55,62,49,51,6
0,96,0,1,0,0,0,0,0,0,1,64,55,65,60,53,60,4
800,61,1,1,0,0,0,0,1,0,0,61,51,35,57,64,47,3
1040,84,1,1,0,0,0,0,0,0,0,54,63,45,57,67,44,1
690,32,1,0,0,1,0,1,0,0,1,54,54,63,52,48,43,6
1060,89,1,0,1,0,1,0,0,0,1,62,61,59,56,64,53,1
0,86,0,0,0,0,0,0,0,0,0,59,63,41,57,43,40,3
1160,95,1,0,0,0,1,0,0,0,0,66,69,54,61,55,67,2
1250,82,1,0,1,0,1,0,0,0,0,64,69,51,64,65,59,1
950,58,1,0,0,0,1,0,0,0,1,64,63,56,57,62,51,2
0,35,0,1,0,1,0,0,1,0,0,38,46,34,42,39,51,5
0,60,0,0,0,1,0,0,0,0,0,59,63,54,57,65,52,1
680,55,1,0,1,0,1,0,0,0,1,49,48,52,58,46,63,2
0,27,0,1,0,1,0,0,0,0,1,49,42,55,58,47,51,2
0,78,0,0,0,0,1,0,0,0,1,60,61,50,54,53,59,9
0,20,0,1,0,0,1,1,0,0,0,36,39,44,51,37,42,1
0,88,0,1,0,1,0,0,0,0,1,59,48,66,57,60,58,3
0,5,0,0,0,0,0,0,0,0,1,49,43,51,51,42,54,3
0,54,0,0,0,0,0,0,0,0,1,59,54,35,53,47,52,6
840,41,1,0,0,0,0,0,0,0,0,59,56,60,50,58,51,5
0,32,0,1,0,1,0,0,1,0,1,36,42,53,45,37,49,7
0,18,0,0,0,0,0,0,0,0,0,32,42,34,30,31,19,4
0,82,0,0,1,0,1,0,0,0,1,59,49,66,52,58,50,1
0,44,0,0,0,1,0,0,0,0,0,61,52,66,51,60,47,3
0,61,0,0,1,0,1,0,0,0,0,59,66,60,54,65,53,1
0,55,0,0,1,0,0,0,0,0,1,66,55,55,61,65,50,4
690,17,1,0,1,0,1,0,0,0,1,42,48,35,47,44,45,1
0,55,0,1,0,1,0,0,1,0,0,46,54,64,61,53,34,1
0,20,0,1,0,1,0,0,0,0,1,32,42,47,30,44,40,0
1290,96,1,0,1,0,1,0,0,0,1,68,72,52,57,62,55,4
0,80,0,0,0,0,0,0,0,0,1,46,43,55,59,65,52,2
0,62,0,0,1,0,1,0,0,0,1,68,60,45,59,51,50,2
0,80,0,0,1,1,0,0,0,0,0,54,48,48,42,47,60,2
810,72,1,0,0,1,0,0,0,0,1,46,60,32,59,62,71,1
0,80,0,0,1,0,1,0,0,0,1,64,66,66,62,55,53,1
0,69,0,0,0,0,0,0,0,0,0,51,42,34,56,64,54,6
0,6,0,1,0,1,0,1,0,0,0,34,38,47,27,31,44,9
0,19,0,0,0,0,0,0,0,0,0,49,48,48,20,37,40,2
0,66,0,0,0,0,1,0,0,0,1,54,45,49,55,46,52,5
0,63,0,0,0,0,0,0,0,0,1,66,63,64,53,65,61,1
1020,71,1,0,0,0,1,0,0,0,0,64,66,65,63,58,56,1
0,22,0,0,0,1,0,1,0,0,0,35,51,35,28,44,36,2
950,62,1,0,0,0,1,0,0,0,1,59,60,66,55,64,53,4
0,10,0,1,0,1,0,0,1,0,1,32,39,44,54,42,45,8
0,81,0,0,0,0,0,0,0,0,1,54,48,45,64,58,54,2
0,80,0,0,0,0,0,0,0,0,1,59,66,49,60,64,74,1
0,30,0,1,0,1,0,0,0,0,1,40,39,45,41,38,56,5
0,69,0,0,0,0,0,1,0,0,1,33,39,37,46,39,54,1
0,16,0,1,0,0,1,0,0,0,1,49,42,31,37,36,52,3
1400,99,1,0,1,0,0,0,0,0,0,66,69,66,63,65,69,5
0,73,0,1,0,1,0,0,1,0,0,47,51,56,53,53,48,7
0,65,0,1,0,0,0,0,1,0,0,61,54,37,49,59,38,5
0,44,0,1,0,0,0,0,0,0,1,44,48,54,56,55,64,7
0,86,0,0,0,0,0,0,0,0,1,61,60,62,52,53,46,3
0,15,0,1,0,1,0,0,0,0,0,52,54,50,57,50,45,7
0,66,0,1,0,1,0,0,0,0,1,51,57,52,59,51,55,1
0,36,0,0,0,0,0,0,0,0,0,42,54,33,45,46,45,2
0,46,0,0,0,1,0,0,0,0,0,39,39,40,51,55,49,6
0,94,0,0,0,0,0,0,0,0,0,54,48,46,53,60,49,1
870,41,1,0,1,0,1,0,0,0,0,49,63,50,50,49,48,3
0,57,0,0,1,0,0,0,0,0,0,42,45,40,42,47,47,5
1070,90,1,0,0,0,0,0,0,1,0,56,57,61,59,65,58,3
0,97,0,0,1,0,1,0,0,0,0,56,63,56,64,67,49,5
0,49,0,1,0,1,0,0,0,0,1,57,60,56,54,51,47,2
0,61,0,0,0,1,0,0,0,0,1,54,45,41,53,53,46,4
0,52,0,0,1,0,0,1,0,0,1,46,42,49,51,47,49,3
0,66,0,0,0,0,1,0,0,0,0,40,60,38,59,58,40,2
0,26,0,0,0,0,1,0,0,0,0,51,45,62,47,58,58,7
990,40,1,0,1,0,0,0,0,0,0,51,58,59,59,65,65,1
0,74,0,0,0,0,0,1,0,0,1,36,30,51,50,44,47,6
1190,96,1,0,1,0,1,0,0,0,0,64,66,65,63,67,71,4
620,75,1,1,0,1,0,0,1,0,1,38,48,64,49,45,54,3
0,17,0,1,0,1,0,0,0,1,0,49,36,44,53,55,55,4
1110,2,1,0,1,0,1,0,0,0,0,71,63,43,64,67,56,0
1080,86,1,0,0,0,1,0,0,0,0,61,58,63,62,65,63,4
0,41,0,0,1,0,1,0,0,0,1,46,39,39,40,38,43,1
0,28,0,0,1,1,0,0,0,0,0,49,48,66,59,58,45,4
1140,33,1,0,1,1,0,0,0,0,0,66,66,62,61,64,55,0
0,36,0,1,0,1,0,0,0,0,0,59,63,66,40,46,50,1
0,87,0,0,1,0,1,0,0,0,1,61,51,60,55,60,54,3
0,99,0,0,1,0,1,0,0,0,1,59,66,66,57,58,53,1
670,96,1,0,0,0,1,0,0,0,1,51,50,64,61,58,76,2
0,89,0,0,1,0,0,0,0,0,1,61,53,48,57,62,44,6
1030,40,1,0,0,0,0,0,0,0,0,54,60,59,61,64,59,2
0,9,0,0,1,1,0,1,0,0,1,54,45,55,58,40,47,4
0,23,0,0,0,1,0,0,0,0,0,61,63,50,53,56,53,3
770,58,1,1,0,0,1,1,0,0,1,54,44,58,40,44,56,5
0,30,0,0,0,0,0,0,0,0,1,51,46,45,43,51,58,1
810,92,1,0,1,0,1,0,0,0,1,49,54,48,54,62,49,1
0,0,0,0,1,0,1,0,0,0,0,61,54,66,45,53,61,3
0,32,0,0,0,0,0,0,0,0,0,42,42,39,32,42,57,2
0,29,0,0,0,0,0,0,0,0,0,45,42,36,58,58,49,12
880,11,1,0,1,0,1,1,0,0,0,51,63,40,59,53,45,0
0,76,0,0,1,0,1,0,0,0,1,54,63,46,45,60,60,3
0,76,0,0,1,0,1,0,0,1,0,27,48,62,53,44,57,6
0,22,0,1,0,1,0,0,0,0,1,56,39,60,50,48,54,1
1250,39,1,1,0,0,1,0,0,0,1,62,69,66,64,66,55,2
0,72,0,0,1,0,1,0,0,0,1,51,57,61,61,58,66,3
0,74,0,0,0,0,0,0,0,0,1,50,51,65,55,51,46,1
0,26,0,1,0,1,0,0,1,0,1,40,27,53,36,33,31,3
0,41,0,0,0,0,1,0,0,0,1,49,51,49,47,51,49,4
0,74,0,0,1,0,1,0,0,0,1,56,54,66,59,60,56,2
0,55,0,1,0,1,0,0,0,0,0,54,51,61,53,56,59,4
0,3,0,0,0,0,0,0,0,0,0,39,51,64,42,29,37,6
0,54,0,0,1,0,1,0,0,0,0,44,48,39,34,40,40,5
660,50,1,0,0,0,0,0,0,0,1,48,41,58,59,53,59,1
0,12,0,1,0,0,0,0,1,0,1,31,37,49,40,31,37,9
1210,89,1,0,0,0,0,0,0,0,0,66,66,60,58,67,43,6
1030,49,1,0,1,0,1,0,0,0,0,51,61,60,55,64,57,1
460,18,1,1,0,1,0,1,0,0,1,41,36,53,35,38,37,7
0,5,0,0,0,1,0,0,0,0,1,34,39,33,34,33,28,6
0,79,0,1,0,1,0,0,0,0,1,51,48,47,49,51,50,3
930,44,1,0,1,0,1,0,0,0,0,61,66,54,57,59,49,2
1260,94,1,0,1,0,1,0,0,0,0,61,72,54,65,65,49,10
0,29,0,1,0,0,0,0,0,0,1,44,42,56,51,44,57,3
1040,48,1,0,0,1,0,0,0,0,0,54,60,62,47,60,63,2
0,90,0,1,0,1,0,1,0,0,0,32,40,51,30,40,42,5
0,68,0,0,0,0,1,0,0,0,1,61,60,59,61,65,56,3
0,22,0,0,1,0,1,0,0,0,1,51,42,37,34,33,52,4
0,26,0,0,0,1,0,1,0,0,0,34,38,30,22,33,20,4
0,86,0,0,0,0,0,0,0,1,1,61,58,49,63,62,59,2
1420,97,1,0,1,0,1,0,0,0,1,71,72,61,59,67,51,3
0,17,0,0,0,0,0,0,0,0,0,54,66,40,59,53,51,4
0,12,0,0,0,0,1,0,0,0,0,34,40,46,38,38,59,4
0,82,0,1,0,0,0,1,0,0,1,54,44,39,35,37,43,2
0,84,0,0,0,0,1,0,0,0,1,49,54,44,59,62,67,2
0,52,0,0,0,0,0,0,0,0,0,42,48,65,42,53,49,2
0,87,0,0,0,0,0,0,0,0,0,64,66,62,64,65,52,1
